epoch,acc,loss,val_acc,val_loss
0,0.6370000055991113,1.6146683722734452,0.6990000039339066,1.2072405725717545
1,0.7130000054836273,1.1011137291789055,0.6990000039339066,1.0979379206895827
2,0.7115000009536743,1.0577641725540161,0.6990000039339066,1.0600299507379531
3,0.7070000037550926,1.0409101605415345,0.6990000039339066,1.0255254268646241
4,0.681000006198883,1.032426044344902,0.6990000039339066,0.9087275624275207
5,0.7150000005960464,0.8505315199494362,0.7200000077486038,0.80274857878685
6,0.7285000056028366,0.7683969214558601,0.7499999940395355,0.7340820252895355
7,0.738500002026558,0.7900449618697166,0.7489999949932098,0.7284951284527779
8,0.7674999937415123,0.6834839358925819,0.7610000014305115,0.7263173952698707
9,0.7684999972581863,0.7155118599534035,0.7620000034570694,0.7198775768280029
10,0.7554999992251397,0.7367527671158314,0.7629999965429306,0.7066108986735344
11,0.7690000012516975,0.6935295760631561,0.7699999988079071,0.6809382840991021
12,0.7839999958872795,0.6757244244217873,0.7669999957084656,0.6909475833177566
13,0.785499992966652,0.6568507753312588,0.7810000002384185,0.6705062165856361
14,0.7834999948740006,0.6534258715808392,0.7799999982118606,0.6712397202849388
15,0.7814999938011169,0.658648107200861,0.7750000029802322,0.6785043239593506
16,0.7914999946951866,0.638400986790657,0.7659999936819076,0.7071493148803711
17,0.7744999974966049,0.6839257061481476,0.7789999961853027,0.6680474728345871
18,0.7784999966621399,0.6474043428897858,0.7599999964237213,0.7706521064043045
19,0.7894999951124191,0.6519852355122566,0.7770000010728836,0.6623941764235497
20,0.7669999986886978,0.6701162792742252,0.7789999932050705,0.6744568884372711
21,0.7630000010132789,0.6792540214955807,0.7740000039339066,0.6644421145319939
22,0.7754999980330467,0.7063317641615867,0.7759999901056289,0.6762798145413399
23,0.7849999979138375,0.670686698704958,0.7729999899864197,0.6620605513453484
24,0.7849999964237213,0.638206097483635,0.7559999942779541,0.6999935328960418
25,0.795999999344349,0.6251636475324631,0.777999997138977,0.6564570873975754
26,0.7739999979734421,0.6761379778385163,0.7709999978542328,0.6761787295341491
27,0.7874999940395355,0.6420060031116008,0.7710000008344651,0.6940742880105972
28,0.7944999933242798,0.6323563702404499,0.7810000002384185,0.6614984005689621
29,0.7849999979138375,0.6482179306447506,0.7809999972581864,0.6525495380163193
30,0.7859999984502792,0.6325622111558914,0.7799999982118606,0.6495692208409309
31,0.7924999952316284,0.6107272863388061,0.7719999998807907,0.654672235250473
32,0.7949999928474426,0.6100936815142631,0.7800000041723252,0.6605953425168991
33,0.7914999991655349,0.632508822530508,0.7789999961853027,0.669813334941864
34,0.7914999976754189,0.6367350041866302,0.7750000029802322,0.6543600097298622
35,0.7914999932050705,0.6053840763866901,0.7779999941587448,0.64963219165802
36,0.8114999949932098,0.5831737376749515,0.7750000059604645,0.6511538937687874
37,0.7869999974966049,0.6304499439895153,0.7840000003576278,0.6379943355917931
38,0.793999993801117,0.6186271540820598,0.7840000033378601,0.6420249819755555
39,0.7924999982118607,0.6147621620446444,0.7909999907016754,0.6318164348602295
40,0.7844999924302101,0.6175842188298702,0.7889999926090241,0.6428690567612648
41,0.7949999943375587,0.5845619112253189,0.7799999982118606,0.6639310643076897
42,0.7974999994039536,0.5709037609398365,0.7889999926090241,0.635510477423668
43,0.7914999976754189,0.6080898351967334,0.803999999165535,0.6309671878814698
44,0.7879999965429306,0.6146544471383095,0.7889999955892563,0.6255710035562515
45,0.776499992609024,0.6338810883462429,0.7789999961853027,0.6313638865947724
46,0.8045000016689301,0.5983290553092957,0.7829999983310699,0.6276469066739082
47,0.7949999958276749,0.6059820830821991,0.7909999966621399,0.6137267291545868
48,0.7984999969601632,0.5742433592677116,0.7639999955892562,0.6837139919400215
49,0.7849999979138375,0.6328515343368053,0.79200000166893,0.6144823044538498
50,0.7894999906420708,0.617252217233181,0.7759999990463257,0.6351261660456657
51,0.7930688042247912,0.5891346485395638,0.7889999926090241,0.6086337506771088
52,0.7919999942183494,0.6166317015886307,0.7859999984502792,0.6235307425260543
53,0.7899999976158142,0.5923795126378536,0.7830000013113022,0.6516210034489631
54,0.799999988079071,0.5944915287196636,0.8009999960660934,0.6051075175404549
55,0.7849999979138375,0.623688493296504,0.7919999927282333,0.624034908413887
56,0.8109999939799308,0.5848820529878139,0.7859999984502792,0.6179984673857689
57,0.7879999935626983,0.6269579365849495,0.7809999942779541,0.6462604328989983
58,0.7829999968409538,0.6188225023448467,0.7879999965429306,0.6182421624660492
59,0.7929999932646752,0.6164512917399406,0.7929999947547912,0.6007831051945687
60,0.7934999912977219,0.5866495050489903,0.7639999955892562,0.6292872086167336
61,0.7904999986290931,0.6036976546049118,0.7949999958276749,0.6120180696249008
62,0.807499997317791,0.5913761496543884,0.7929999977350235,0.597508755326271
63,0.7979999929666519,0.586532311886549,0.7909999966621399,0.6137028202414513
64,0.798999996483326,0.5943718358874321,0.7889999955892563,0.6068167582154274
65,0.8029999971389771,0.5860164046287537,0.7909999996423721,0.6188076630234718
66,0.803499998152256,0.5902376785874367,0.7889999955892563,0.6189135506749153
67,0.8089999943971634,0.561620096117258,0.7849999994039536,0.5992596536874771
68,0.8114999949932098,0.5547993138432503,0.7909999966621399,0.603170795738697
69,0.7944999992847442,0.6093551374971866,0.7879999965429306,0.6192088454961777
70,0.8024999961256981,0.580618005245924,0.7889999985694885,0.6024913609027862
71,0.80799999833107,0.569936558790505,0.7830000013113022,0.6468924462795258
72,0.7969999983906746,0.5917327091097832,0.8019999921321869,0.5774156808853149
73,0.789999994635582,0.6289477631449699,0.7870000004768372,0.5842673614621162
74,0.7984999999403953,0.5735103972256184,0.7899999976158142,0.6131076321005822
75,0.7954999953508377,0.5877520114183425,0.7809999972581864,0.622921384871006
76,0.7969999969005584,0.5957383364439011,0.7889999985694885,0.6049385413527488
77,0.7940000027418137,0.5860844396054745,0.7879999935626983,0.6073533207178116
78,0.7959999948740005,0.6017072930932045,0.7879999935626983,0.6018384173512459
79,0.7964999988675118,0.5900705210864544,0.7989999949932098,0.5742971792817115
80,0.8039999961853027,0.5907650321722031,0.7929999947547912,0.5935224175453186
81,0.7884999930858612,0.6154384948313236,0.7959999948740005,0.5855136975646019
82,0.8034999936819076,0.5755881831049919,0.7829999953508378,0.6332275226712227
83,0.7979999974370002,0.575250855833292,0.7939999967813491,0.5763989940285683
84,0.7954999908804894,0.5946828559041023,0.7879999935626983,0.6122256919741631
85,0.7930688024585059,0.6000146996819272,0.7849999874830246,0.6231632724404335
86,0.8119999960064888,0.5638809010386467,0.7860000014305115,0.5943595230579376
87,0.8049999982118606,0.5639960937201977,0.7899999916553497,0.5975295454263687
88,0.7904999941587448,0.6155368842184543,0.7949999928474426,0.5734300449490547
89,0.8109999969601631,0.5718295432627201,0.7889999955892563,0.5761899650096893
90,0.7825000002980232,0.624083561450243,0.8009999930858612,0.5696568727493286
91,0.7954999938607216,0.601711817830801,0.7969999969005584,0.6102358579635621
92,0.7919999942183494,0.5936872713267803,0.7879999965429306,0.6069224074482917
93,0.7959999978542328,0.6012001849710942,0.7839999943971634,0.6021876141428948
94,0.7914999917149543,0.5981290645897388,0.785999995470047,0.5925425305962563
95,0.7919999957084656,0.5919436104595661,0.8079999953508377,0.5828952446579934
96,0.8009999930858612,0.5627605773508548,0.7819999992847443,0.6399535089731216
97,0.8044999957084655,0.5921424381434918,0.799999988079071,0.584596537053585
98,0.8019999951124192,0.5781669802963734,0.7969999998807907,0.5657973811030388
99,0.8039999946951866,0.5632834896445275,0.8009999960660934,0.5903324022889137
100,0.809499990940094,0.580661740899086,0.8030000001192092,0.5697586208581924
101,0.7859999984502792,0.5941055282950402,0.785000005364418,0.6044658154249192
102,0.8030000001192092,0.5603273384273052,0.7949999958276749,0.5620497167110443
103,0.8034999966621399,0.5682076767086983,0.7899999976158142,0.6065460935235023
104,0.8044999957084655,0.567627427726984,0.7919999957084656,0.5714828372001648
105,0.8159999877214432,0.5387077145278454,0.7930000007152558,0.5892223462462425
106,0.8034999951720238,0.5604566767811775,0.7990000009536743,0.5681854873895645
107,0.7899999976158142,0.6013546340167523,0.7839999973773957,0.589080074429512
108,0.8159999951720238,0.5442823454737663,0.7959999948740005,0.5871886849403382
109,0.8154999941587449,0.5634681180119514,0.7979999959468842,0.562825495004654
110,0.8154999911785126,0.531919339299202,0.7989999979734421,0.5678941667079925
111,0.7929999977350235,0.5980965100228787,0.7939999908208847,0.5858982935547828
112,0.8084999948740006,0.5429508224129677,0.8019999980926513,0.5717429682612419
113,0.7919999957084656,0.6028627090156078,0.7939999997615814,0.6097268924117089
114,0.819499994814396,0.5317955434322357,0.7899999976158142,0.5857902556657791
115,0.809999993443489,0.5756676681339741,0.7989999949932098,0.5717406794428825
116,0.8234999924898148,0.5329207394272089,0.7809999972581864,0.5988904222846031
117,0.7909999966621399,0.5969766989350319,0.8059999942779541,0.5766624927520752
118,0.8024999961256981,0.5475922677665949,0.7909999966621399,0.5950289964675903
119,0.810499994456768,0.5409393642097712,0.7979999959468842,0.5745010733604431
120,0.8119999945163727,0.5587744750082493,0.7989999949932098,0.5931188657879829
121,0.7914999976754189,0.5945232108235359,0.7880000025033951,0.5814956709742546
122,0.8134999930858612,0.5502328015863895,0.7899999886751174,0.5781595632433891
123,0.8079999908804893,0.5522748455405235,0.7940000057220459,0.5820803314447403
124,0.8264999955892562,0.5181959446519613,0.8039999902248383,0.5862570807337761
125,0.8134999990463256,0.5408086031675339,0.7979999870061875,0.571569386124611
126,0.8029999956488609,0.5467905662953854,0.7899999976158142,0.5713742196559906
127,0.8099999979138375,0.5600902825593949,0.7979999929666519,0.559085737168789
128,0.8164999932050705,0.5428846582770348,0.8019999951124192,0.5749206274747849
129,0.8100000023841858,0.5441112998872996,0.777999997138977,0.5644714817404747
130,0.8154999926686287,0.5352719157934189,0.8140000015497207,0.552353386580944
131,0.8070000007748603,0.5552318572998047,0.7949999928474426,0.5628460004925728
132,0.80049998909235,0.5737252488732338,0.8009999990463257,0.5657592117786407
133,0.8179999902844429,0.5763190604746342,0.8089999973773956,0.576454620063305
134,0.8129999965429306,0.5571963451802731,0.8009999930858612,0.5712460532784462
135,0.8339999929070473,0.4903955701738596,0.8029999911785126,0.5672175794839859
136,0.8094999894499779,0.5781111225485802,0.8049999922513962,0.5600309625267983
137,0.8144999906420708,0.5206402957439422,0.7739999979734421,0.6080708041787147
138,0.8089999943971634,0.5765379585325718,0.7819999933242798,0.6061933517456055
139,0.7929999947547912,0.6016233667731286,0.7739999979734421,0.6064094632863999
140,0.8124999955296517,0.5455818168818951,0.7949999958276749,0.5968006253242493
141,0.8094999969005585,0.556190736591816,0.8089999943971634,0.5643338143825531
142,0.8059999942779541,0.5441295310854912,0.8029999971389771,0.5516262888908386
143,0.8044999927282334,0.5705840118229389,0.7889999985694885,0.6301088258624077
144,0.808999989926815,0.5341030769050121,0.7959999978542328,0.5850361689925194
145,0.821999990940094,0.5075021997094155,0.7959999978542328,0.5715901151299476
146,0.8079999953508377,0.5646672077476979,0.7989999920129776,0.5658427387475967
147,0.8174999907612801,0.5458393692970276,0.7949999988079071,0.6045459240674973
148,0.7989999935030937,0.5616734899580479,0.7999999970197678,0.561244261264801
149,0.8219999924302102,0.5222852922976017,0.801000002026558,0.5602776989340782
150,0.8224999949336051,0.5214753221720457,0.7949999988079071,0.5803004994988441
151,0.8119999960064888,0.5568912781774997,0.8019999951124192,0.5751206651329994
152,0.7994999945163727,0.5840342946350574,0.7999999970197678,0.5735580503940583
153,0.8114999949932098,0.5303004764020443,0.8089999943971634,0.5535972699522972
154,0.8099999949336052,0.5670643232762813,0.7889999955892563,0.5975072413682938
155,0.8239999994635582,0.5106726616621018,0.7999999970197678,0.5767760261893272
156,0.8159999951720238,0.5488108612596989,0.8019999951124192,0.5495386257767677
157,0.8079999938607216,0.5609815388917923,0.8029999971389771,0.5560426861047745
158,0.8229999944567681,0.5357020452618599,0.80799999833107,0.5659679070115089
159,0.7979999929666519,0.5777502246201038,0.7909999936819077,0.5973915159702301
160,0.8079999968409538,0.5404545336961746,0.7909999966621399,0.566756696999073
161,0.8044999927282334,0.5668977685272694,0.7979999989271164,0.5907970875501632
162,0.8055000007152557,0.5533583238720894,0.7939999908208847,0.5640341162681579
163,0.8029999956488609,0.5633840411901474,0.7939999997615814,0.5758658483624458
164,0.8054999947547913,0.5481697574257851,0.8029999941587448,0.5539901688694954
165,0.7979999944567681,0.5558936342597007,0.7989999949932098,0.5801317885518074
166,0.8144999980926514,0.544760075956583,0.7989999949932098,0.5545942172408104
167,0.8185000002384186,0.5519458271563054,0.8009999960660934,0.5776283740997314
168,0.8184999972581863,0.5353167314082384,0.7949999898672104,0.6080240234732628
169,0.7979999929666519,0.5938669353723526,0.7999999970197678,0.5444119155406952
170,0.8139999955892563,0.5309095807373524,0.796000000834465,0.5805787816643715
171,0.8229999959468841,0.5235773384571075,0.7959999948740005,0.5757149562239647
172,0.805499991774559,0.5763105943799018,0.8130000025033951,0.5478357508778572
173,0.8064999967813492,0.5734148912131787,0.8,0.5511341944336892
174,0.8069999948143959,0.5494558982551098,0.792999991774559,0.5755063518881798
175,0.8179999992251397,0.5245458222925663,0.7969999879598617,0.5635579273104667
176,0.8134999871253967,0.5427161525934935,0.8009999930858612,0.5668897315859794
177,0.809999993443489,0.5925440318882466,0.8019999951124192,0.5641387224197387
178,0.7969999983906746,0.5557987324893474,0.80799999833107,0.5549058392643929
179,0.802499994635582,0.5541529439389705,0.8039999961853027,0.5579005852341652
180,0.8124999970197677,0.5376962538808584,0.793999993801117,0.5835496872663498
181,0.8014999896287918,0.5736573003232479,0.7980000019073487,0.5696524798870086
182,0.819499996304512,0.5384567610919475,0.8079999953508377,0.5513140723109246
183,0.7959999874234199,0.5646272309124469,0.7989999949932098,0.5838552609086036
184,0.8144999966025352,0.5493343502283097,0.803999999165535,0.5815911918878556
185,0.8219999939203262,0.5287970695644617,0.8050000011920929,0.5688442274928093
186,0.8009999975562095,0.5634148098528385,0.8059999972581864,0.5640519380569458
187,0.8084999963641166,0.5541365660727025,0.7959999978542328,0.578333643078804
188,0.8254999935626983,0.5351524032652378,0.8019999951124192,0.5586399361491203
189,0.8234999969601631,0.5039624564349652,0.8019999921321869,0.5595802932977676
190,0.8169999912381172,0.5434109203517437,0.7990000009536743,0.5710042223334313
191,0.8139999940991401,0.5581252992153167,0.7939999967813491,0.555473230779171
192,0.8174999967217446,0.5535736914724112,0.7909999907016754,0.614015769958496
193,0.7999999955296516,0.5802923992276192,0.8000000059604645,0.5842433720827103
194,0.8119999885559082,0.5251749079674483,0.7989999949932098,0.573665551841259
